app_name,entity_path,entity_name
gang__6thstreet_wa_menace__lvl1_02,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_menace__lvl1_03,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_menace__lvl1_04,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_01,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_02,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_03,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_04,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_05,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_06,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_07,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_08,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_09,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_10,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_11,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_12,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_13,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_party_14,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_patrol__lvl2_01,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_patrol__lvl2_02,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_patrol__lvl2_03,Character.sts_std_arr_06_sixthstreet_patrol2_ranged2_ajax_wa,Female Soldier
gang__6thstreet_wa_hooligan__lvl1_01,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_hooligan__lvl1_02,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_hooligan__lvl1_03,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_hooligan__lvl1_04,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_menace__lvl1_01,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_menace__lvl1_02,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_menace__lvl1_03,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_menace__lvl1_04,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_01,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_02,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_03,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_04,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_05,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_06,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_07,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_08,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_09,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_10,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_11,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_12,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_13,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_party_14,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_patrol__lvl2_01,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_patrol__lvl2_02,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_wa_patrol__lvl2_03,Character.sixthstreet_menace1_fshotgun2_tactician_wa_rare,Female Member
gang__6thstreet_ma__officer__lvl2_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma__officer__lvl2_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma__officer__lvl3_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_hooligan__lvl1_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_hooligan__lvl1_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_hooligan__lvl1_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_menace__lvl1_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_menace__lvl1_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_menace__lvl1_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_04,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_05,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_06,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_07,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_08,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_09,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_10,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_11,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_12,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_13,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_party_14,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_patrol__lvl2_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_patrol__lvl2_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_patrol__lvl2_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_patrol__lvl2_04,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_patrol__lvl2_05,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_prepers__lvl2_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_prepers__lvl2_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_prepers__lvl2_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_sniper__lvl2_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_sniper__lvl2_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_sniper__lvl2_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_veteran__lvl3_01,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_veteran__lvl3_02,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
gang__6thstreet_ma_veteran__lvl3_03,Character.rcr_sixthstreet_menace1_shotgun2_igla_ma,Gang Member
royce_dead,Character.Royce,Royce
royce_dead_censored,Character.Royce,Royce
royce_default,Character.Royce,Royce
gang__maelstrom_ma__q003_maelstrom_speaker_main_golden_teeth,Character.DumDum,Dum Dum
maelstrom_gang_ma__q003_maelstrom_speaker_main,Character.DumDum,Dum Dum
service__vendor_wa__wat_nid_foodshop_02,Character.wat_nid_foodshop_02,Dietlinde
gang__maelstrom_wa__sq011__patricia,Character.sq011_patricia,Patricia
q003__brick_default,Character.Brick,Brick
q003__brick_wounded,Character.Brick,Brick
gang__maelstrom_wa_fast__lvl3_01,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_fast__lvl3_02,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_fast__lvl3_03,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_01,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_02,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_03,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_04,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_05,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl1_06,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_01,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_02,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_03,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_04,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_05,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_wa_grunt__lvl2_06,Character.sts_std_arr_09_enemy_rifle,Female Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_netrunner,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_netrunner_fried,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_speaker_main,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_speaker_secondary,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_speaker_tertiary,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_takedown,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_fast__lvl2_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_fast__lvl2_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_fast__lvl2_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_04,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_05,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl1_06,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_04,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_05,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_grunt__lvl2_06,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_04,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_05,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_06,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_07,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_maelstrom_ma_08,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_netrunner__lvl2_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_netrunner__lvl2_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_netrunner__lvl2_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_strong__lvl2_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_strong__lvl2_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_strong__lvl2_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_techie__lvl2_01,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_techie__lvl2_02,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma_techie__lvl2_03,Character.mq026_mal_handgunner,Male Maelstrom Grunt
gang__maelstrom_ma__q003_maelstrom_netrunner,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma__q003_maelstrom_netrunner_fried,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma__q003_maelstrom_speaker_main,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma__q003_maelstrom_speaker_secondary,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma__q003_maelstrom_speaker_tertiary,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma__q003_maelstrom_takedown,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_fast__lvl2_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_fast__lvl2_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_fast__lvl2_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_04,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_05,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl1_06,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_04,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_05,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_grunt__lvl2_06,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_04,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_05,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_06,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_07,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_maelstrom_ma_08,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_netrunner__lvl2_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_netrunner__lvl2_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_netrunner__lvl2_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_strong__lvl2_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_strong__lvl2_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_strong__lvl2_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_techie__lvl2_01,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_techie__lvl2_02,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
gang__maelstrom_ma_techie__lvl2_03,Character.sq031_maelstrom_strong_shotgunner_elite,Maelstrom Strong
special__cyberpsycho_ma_ma_wat_nid_15,Character.ma_wat_nid_15_maelstrom_dying,Maelstrom Cultist
gang__mox_wa_lizzies_boss,Character.q105_lizzies_boss,Susanna Quinn
gang__mox_wa__beyond_bouncer_01,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa__beyond_bouncer_02,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa__beyond_bouncer_03,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa__beyond_bouncer_04,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_01,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_01_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_01_2,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_02,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_02_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_02_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_02_wounded,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_03,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_03_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl2_03_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_01,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_01_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_01_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_02,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_02_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_02_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_03,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_03_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_elite__lvl3_03_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_01,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_01_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_01_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_02,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_02_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_02_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_03,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_03_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_03_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_04,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_04_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_04_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_05,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_05_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_05_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_06,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_06_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_wa_mox_06_1_1,Character.the_mox_1_melee2_baseball_wa,Rita Wheeler
gang__mox_ma__q004__mateo_thiago,Character.lizzies_barman,Mateo Thiago
service__dining_wa_moxes_waitress_01,Character.MoxWaitress,Mox Waitress
service__dining_wa_moxes_waitress_02,Character.MoxWaitress,Mox Waitress
service__dining_wa_moxes_waitress_03,Character.MoxWaitress,Mox Waitress
service__dining_wa_moxes_waitress_04,Character.MoxWaitress,Mox Waitress
gang__mox_wa__beyond_bouncer_01,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa__beyond_bouncer_02,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa__beyond_bouncer_03,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa__beyond_bouncer_04,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_01,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_01_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_01_2,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_02,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_02_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_02_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_02_wounded,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_03,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_03_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl2_03_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_01,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_01_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_01_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_02,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_02_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_02_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_03,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_03_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_elite__lvl3_03_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_01,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_01_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_01_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_02,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_02_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_02_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_03,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_03_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_03_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_04,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_04_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_04_1_1,Character.sts_wat_nid_01_lizzie,Mox Bouncer
gang__mox_wa_mox_05,Character.sts_wat_nid_01_lizzie,Mox Bouncer
